iter	MultiClass
270	0.2597562271
271	0.258673039
272	0.2556460502
273	0.2548904625
274	0.2538715254
275	0.2529765611
276	0.2510047996
277	0.2499845769
278	0.2491055608
279	0.2482448989
280	0.2471951763
281	0.2463436937
282	0.2452956824
283	0.2443922754
284	0.2425149516
285	0.2418253328
286	0.2403573897
287	0.2395371992
288	0.2370377441
289	0.2349698831
290	0.2340170536
291	0.233333989
292	0.2325164803
293	0.2318527245
294	0.2308613593
295	0.2296252192
296	0.2280710458
297	0.226111097
298	0.2253346305
299	0.2236202451
300	0.2226268571
301	0.2217350916
302	0.2210717241
303	0.2203193221
304	0.2187683663
305	0.2166313957
306	0.2157833264
307	0.213655203
308	0.2117719933
309	0.2101880598
310	0.2090216793
311	0.2084179908
312	0.2065458365
313	0.2058136286
314	0.2052292719
315	0.2033921844
316	0.2024331385
317	0.201764322
318	0.2010086553
319	0.1999574343
320	0.1991562387
321	0.1986488506
322	0.1972117192
323	0.1953669814
324	0.1946422257
325	0.1927843431
326	0.1920679366
327	0.1904527059
328	0.1897874604
329	0.1893312681
330	0.1883766138
331	0.1866447333
332	0.1859030577
333	0.1850027318
334	0.1844859942
335	0.1835016769
336	0.1819174531
337	0.1803123549
338	0.1790667449
339	0.178194688
340	0.1775630547
341	0.1770473231
342	0.1763508513
343	0.17486433
344	0.1743190692
345	0.1738618672
346	0.1724545738
347	0.1713589595
348	0.1709582601
349	0.1705660097
350	0.1699227792
351	0.1694428915
352	0.1686143286
353	0.1682089399
354	0.1668856302
355	0.165581618
356	0.1641309083
357	0.1632957213
358	0.161968271
359	0.1610755125
360	0.159878127
361	0.1588567883
362	0.1577857108
363	0.1572913496
364	0.1567971543
365	0.1563948815
366	0.1558768057
367	0.1555605532
368	0.1548340932
369	0.1538449155
370	0.1532361706
371	0.152841138
372	0.1524735333
373	0.151917044
374	0.1514732152
375	0.151134239
376	0.1503866068
377	0.1499065438
378	0.1488051395
379	0.1484369627
380	0.1476930551
381	0.1466959735
382	0.1460500977
383	0.1451125375
384	0.1440546109
385	0.143064472
386	0.1421665031
387	0.1418701787
388	0.1415083544
389	0.1411368265
390	0.1406565538
391	0.1398000716
392	0.1388318115
393	0.1384758049
394	0.1379054116
395	0.1371541873
396	0.1367035032
397	0.1357179696
398	0.135379567
399	0.1349784723
400	0.1340897979
401	0.1332237869
402	0.1324359992
403	0.131567861
404	0.1312061912
405	0.1308781246
406	0.1305991598
407	0.1303416059
408	0.1299907437
409	0.1292410056
410	0.1289321631
411	0.1281762919
412	0.1278865743
413	0.1275254956
414	0.126583525
415	0.1261335231
416	0.1256499135
417	0.1252840521
418	0.1245068732
419	0.1241328364
420	0.1234761054
421	0.1226353375
422	0.122314365
423	0.1218251097
424	0.1214847032
425	0.1207649091
426	0.1203459169
427	0.1200804912
428	0.1197076226
429	0.1194509161
430	0.1191096247
431	0.1188734916
432	0.1186186254
433	0.1183987807
434	0.1180363953
435	0.1177308073
436	0.1170813849
437	0.1163615952
438	0.1157448399
439	0.115530921
440	0.1148764464
441	0.1144220733
442	0.1138065966
443	0.1135359705
444	0.1132593604
445	0.1126779685
446	0.112389716
447	0.1119862528
448	0.1114887616
449	0.111306002
450	0.1107535965
451	0.1104567541
452	0.1102370066
453	0.1096360588
454	0.1093278995
455	0.1089212223
456	0.1083700014
457	0.1077294898
458	0.1071241616
459	0.1065318258
460	0.1061553565
461	0.106008438
462	0.1056977223
463	0.1053929656
464	0.1047672029
465	0.1042934021
466	0.103760482
467	0.1035240984
468	0.1029750107
469	0.1027403722
470	0.1025535504
471	0.1021840064
472	0.1016169713
473	0.1014452871
474	0.1009546217
475	0.1007268387
476	0.1002100025
477	0.1000031801
478	0.09948034031
479	0.09931538778
480	0.09895157155
481	0.09877206852
482	0.09838126983
483	0.09814749623
484	0.09773157002
485	0.09757183984
486	0.09738778199
487	0.0971166789
488	0.09688314792
489	0.09672210406
490	0.09653150227
491	0.09636506327
492	0.09590653967
493	0.0954118232
494	0.09503035758
495	0.09487387189
496	0.09446209914
497	0.09400643937
498	0.09376602303
499	0.09330669562
500	0.09304335177
501	0.09288245805
502	0.09273029441
503	0.09241201812
504	0.09204570256
505	0.0919007156
506	0.09175197715
507	0.09128674263
508	0.09108272393
509	0.09093841957
510	0.09044067408
511	0.09000454236
512	0.08988319045
513	0.08973670022
514	0.08945130068
515	0.08929877778
516	0.089165799
517	0.08899265918
518	0.08868634611
519	0.08832779339
520	0.08817846016
521	0.08786635585
522	0.0876785343
523	0.08753912472
524	0.08732313296
525	0.08715231083
526	0.08673819714
527	0.08661141331
528	0.08644697025
529	0.0862865356
530	0.0861048733
531	0.08586278203
532	0.08558232199
533	0.08545508034
534	0.085070209
535	0.08474150241
536	0.08460261964
537	0.08426231074
538	0.08409405591
539	0.08374023845
540	0.08363379295
541	0.08335514884
542	0.08307162929
543	0.08277618059
544	0.08244657493
545	0.08231273056
546	0.08198293254
547	0.08185670703
548	0.08147353985
549	0.08133260761
550	0.08119202453
551	0.08104942549
552	0.08073939625
553	0.08041278682
554	0.08007607252
555	0.07995571591
556	0.07982292092
557	0.07950117663
558	0.07936459618
559	0.07923119503
560	0.07890522373
561	0.07856721168
562	0.07841168348
563	0.07828100519
564	0.0779389857
565	0.07763942733
566	0.07751109015
567	0.07716084075
568	0.07697059725
569	0.07684449949
570	0.07659116701
571	0.07648679933
572	0.07616040919
573	0.07593992441
574	0.07561257044
575	0.07529903104
576	0.0750721853
577	0.07494451728
578	0.07463025732
579	0.07438343836
580	0.07427109986
581	0.0739426944
582	0.07386817907
583	0.07377111577
584	0.07347768978
585	0.07320654211
586	0.07303124483
587	0.07289387395
588	0.07281442096
589	0.07260352074
590	0.07243178703
591	0.072266958
592	0.07199712748
593	0.07180760126
594	0.07151914086
595	0.07131442396
596	0.07114641578
597	0.07089498441
598	0.07062408521
599	0.07045822596
600	0.07018598276
601	0.07003510321
602	0.06987173254
603	0.0696157931
604	0.06947156942
605	0.0692210039
606	0.06911186692
607	0.06899982113
608	0.06878384636
609	0.0686825039
610	0.06855733569
611	0.06846106198
612	0.06834006226
613	0.06805589816
614	0.06785899473
615	0.06764466518
616	0.06754307075
617	0.06746053463
618	0.06736239877
619	0.06727179722
620	0.06719313229
621	0.06704883155
622	0.06694409924
623	0.06680718149
624	0.06667500297
625	0.06647543658
626	0.06619546588
627	0.06602209516
628	0.06590670654
629	0.06580192139
630	0.06558872113
631	0.06540492638
632	0.06519522643
633	0.06510063699
634	0.06499090108
635	0.06487222277
636	0.06475537509
637	0.06466839272
638	0.06456897918
639	0.06444883741
640	0.06431992484
641	0.06415980335
642	0.06401342579
643	0.06392495865
644	0.06372138042
645	0.06362772424
646	0.06339325289
647	0.06324747713
648	0.06317111794
649	0.06308951527
650	0.0630168441
651	0.06293353129
652	0.06275511342
653	0.06265540155
654	0.06251380093
655	0.06243318245
656	0.0622180137
657	0.06198652888
658	0.06183129356
659	0.06173604612
660	0.06166067878
661	0.06158155708
662	0.0613962386
663	0.06130820211
664	0.06124359449
665	0.06114222873
666	0.06096617626
667	0.0607394315
668	0.06054084126
669	0.06037734016
670	0.06019488466
671	0.06008679948
672	0.05987728473
673	0.05979008271
674	0.05973385167
675	0.05963473134
676	0.0595603992
677	0.05942467584
678	0.05934191582
679	0.05921165954
680	0.0591419696
681	0.05907632741
682	0.05893034309
683	0.05885784743
684	0.05868126711
685	0.05859697095
686	0.05852990987
687	0.05836512518
688	0.05825096486
689	0.05805428743
690	0.05787114316
691	0.05772114289
692	0.05765590404
693	0.05752339333
694	0.0574185361
695	0.05733129121
696	0.05728275619
697	0.05720813636
698	0.05709413429
699	0.05701473297
700	0.05686495311
701	0.05666671084
702	0.05650599089
703	0.05643179889
704	0.05629789368
705	0.05614410796
706	0.05603675271
707	0.05595678488
708	0.05579183804
709	0.05573386721
710	0.05564604703
711	0.05557801508
712	0.05553057374
713	0.05540499723
714	0.05534752772
715	0.05528294777
716	0.0551568503
717	0.05497769677
718	0.05492442319
719	0.05475460624
720	0.05459731323
721	0.05447742036
722	0.05441278843
723	0.05426019865
724	0.05408949816
725	0.05391654551
726	0.05384296609
727	0.0536883468
728	0.05361324716
729	0.05354561275
730	0.05338181201
731	0.05321635144
732	0.05307403172
733	0.05289657159
734	0.05278178532
735	0.0526557902
736	0.05251910159
737	0.05241283177
738	0.05235018612
739	0.05224064637
740	0.05219912971
741	0.05214592447
742	0.05209503715
743	0.05196571082
744	0.05182235097
745	0.05174716607
746	0.05161943941
747	0.05151720844
748	0.05144815472
749	0.05138683151
750	0.05133216399
751	0.05120781285
752	0.05115785201
753	0.05109307039
754	0.05104144772
755	0.05090207108
756	0.0507514615
757	0.05069229624
758	0.05056984823
759	0.05042936969
760	0.05037961905
761	0.05029279987
762	0.05023437139
763	0.05018007657
764	0.05011759002
765	0.05004729149
766	0.04989723473
767	0.04975781696
768	0.04972049843
769	0.0496333377
770	0.04958043423
771	0.04948988171
772	0.04944187899
773	0.04939941561
774	0.0492746597
775	0.04923020663
776	0.04913371436
777	0.04900396552
778	0.04896482461
779	0.04892858895
780	0.04888682128
781	0.04878162319
782	0.04871945909
783	0.04859003883
784	0.04844684225
785	0.04837961641
786	0.0483343718
787	0.04825538658
788	0.04818873669
789	0.04807586093
790	0.04796162875
791	0.04787590475
792	0.04773638746
793	0.0476785816
794	0.04763484315
795	0.04759354679
796	0.04754148661
797	0.04748479178
798	0.04736450379
799	0.04731643596
800	0.04725416295
801	0.04718664431
802	0.0471399014
803	0.04702539886
804	0.04694247284
805	0.04685899452
806	0.0467945959
807	0.04667409939
808	0.04661917426
809	0.04652613858
810	0.04641068513
811	0.04629625504
812	0.04625367048
813	0.04620729133
814	0.04614889622
815	0.04608968712
816	0.04603676368
817	0.04592080498
818	0.04587474346
819	0.04578469621
820	0.04574193163
821	0.04568670855
822	0.04565122291
823	0.04554100234
824	0.04549479137
825	0.04539974404
826	0.04526833214
827	0.04521627989
828	0.04510344251
829	0.04505194048
830	0.04500652301
831	0.04496402561
832	0.04488495617
833	0.04481799202
834	0.04477548062
835	0.04472573653
836	0.04468714163
837	0.04456231221
838	0.04448760669
839	0.04438770728
840	0.04431022979
841	0.04426750472
842	0.04423118416
843	0.0441888199
844	0.04409147162
845	0.04405311271
846	0.04398784819
847	0.04394366314
848	0.04383609343
849	0.04376363986
850	0.04371837286
851	0.04360602054
852	0.04352068655
853	0.04341100508
854	0.04330421941
855	0.04326945951
856	0.04316622075
857	0.04313015904
858	0.04306034254
859	0.04297835596
860	0.04288324106
861	0.04285348192
862	0.04281519532
863	0.04277102083
864	0.04267629217
865	0.04257660766
866	0.04248943017
867	0.04238212927
868	0.04228594748
869	0.04222466484
870	0.04218053077
871	0.0420932727
872	0.0419999794
873	0.04190356592
874	0.04186742635
875	0.04177251114
876	0.04167940631
877	0.0416370119
878	0.04155890422
879	0.04145484473
880	0.04141104262
881	0.04133010834
882	0.04129508501
883	0.04125927047
884	0.04117331523
885	0.04107700427
886	0.04101451943
887	0.0409650013
888	0.04087727314
889	0.04079988094
890	0.0407498337
891	0.0407104935
892	0.04061752365
893	0.04058477185
894	0.04052873339
895	0.0404433005
896	0.04040454644
897	0.04031593212
898	0.04028631687
899	0.04024180078
900	0.04015304171
901	0.04008856084
902	0.04000777657
903	0.03993443402
904	0.03990003064
905	0.03986064009
906	0.03982233836
907	0.03973464766
908	0.03964412988
909	0.03955754407
910	0.03949637016
911	0.03940161053
912	0.03936093622
913	0.0393255868
914	0.03928942135
915	0.03922997178
916	0.03919175172
917	0.03916071989
918	0.03910145286
919	0.03903313963
920	0.03896572227
921	0.03894141368
922	0.03891137394
923	0.03887456866
924	0.03880324393
925	0.03871964788
926	0.0386693838
927	0.03862980956
928	0.03860556394
929	0.03857352505
930	0.03854392106
931	0.03846574688
932	0.03838058513
933	0.03829681075
934	0.03825254671
935	0.03821710827
936	0.03818975146
937	0.0381288035
938	0.03805993127
939	0.03803735398
940	0.03800739342
941	0.03795303256
942	0.03790723581
943	0.03782331146
944	0.03776070992
945	0.03772963346
946	0.03768167071
947	0.03763297591
948	0.0375681332
949	0.03750891028
950	0.03747335978
951	0.03743575065
952	0.03737700075
953	0.03735082535
954	0.03731573658
955	0.03725307729
956	0.0371892856
957	0.03715718786
958	0.03710734636
959	0.0370766275
960	0.03704833895
961	0.03701742763
962	0.0369858338
963	0.03696530156
964	0.03688811446
965	0.03684939597
966	0.03683217548
967	0.03680665708
968	0.03674355111
969	0.03671242594
970	0.03668751933
971	0.03662402337
972	0.03658642452
973	0.03654025937
974	0.03647699372
975	0.03643660344
976	0.03640688758
977	0.03637391396
978	0.03633739477
979	0.03625460178
980	0.03618491793
981	0.03611152087
982	0.03608066309
983	0.03604551471
984	0.03597063955
985	0.03592845599
986	0.03589242961
987	0.03582196617
988	0.03577969908
989	0.03575108063
990	0.03566586045
991	0.03563376547
992	0.03556171445
993	0.03553145754
994	0.03547642281
995	0.03544760849
996	0.0353676652
997	0.03533849396
998	0.0352984851
999	0.03522725448
